IdForm,FormPokemon,Url_ImgPokemonForm,Description,Size (cm),Weight (kg),Ability
0580-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,"Cuando se ve atacado, las plumas que lo recubren despiden ráfagas de agua que lo ayudan a escapar.",50,5.5,"Vista Lince, Sacapecho, Hidratación"
0581-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,"Aunque no lo parezca por su grácil elegancia, puede batir con fuerza las alas y volar durante miles de kilómetros.",130,24.2,"Vista Lince, Sacapecho, Hidratación"
0582-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,Lanza un aliento de -50 °C. Crea bloques de nieve y es capaz de lograr que nieve a su alrededor.,40,5.7,"Gélido, Manto Níveo, Armadura Frágil"
0583-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,Enfrían el aire a su alrededor y crean partículas de hielo mediante las cuales congelan a sus oponentes.,110,41,"Gélido, Manto Níveo, Armadura Frágil"
0584-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,"Si sus dos cabezas se irritan al mismo tiempo, genera una ventisca desde su cuerno cubriendo su entorno con nieve.",130,57.5,"Gélido, Nevada, Armadura Frágil"
0585-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,"El color de su cuerpo cambia no solo con las estaciones, sino también con los cambios de humedad y temperatura.",60,19.5,"Clorofila, Herbívoro, Dicha"
0586-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,"Cambia de morada dependiendo de las estaciones. Observando sus cuernos, la gente sabe cuándo estas van a cambiar.",190,92.5,"Clorofila, Herbívoro, Dicha"
0587-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,Vive en la copa de los árboles. Produce descargas mientras vuela con el interior de la membrana que hace de capa.,40,5,"Elec. Estática, Electromotor"
0588-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,"Si recibe un estímulo eléctrico al estar en contacto con un Shelmet, evoluciona.",50,5.9,"Enjambre, Mudar, Indefenso"
0589-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,Se defienden de los ataques con el caparazón que roban a los Shelmet. Atacan con sus dos mortíferas lanzas.,100,33,"Enjambre, Caparazón, Funda"
0590-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,"Gracias a su misterioso parecido a una Poké Ball, atrae a sus presas y lanza rápidamente esporas de veneno.",20,1,"Efecto Espora, Regeneración"
0591-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,"Aunque intenta pasar por parte superior de una Poké Ball para atraer a sus presas, consigue engañar a pocos.",60,10.5,"Efecto Espora, Regeneración"
0592-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,"Paraliza a sus presas con veneno y las lleva a su morada, que se encuentra a 8000 m en el fondo del mar.",120,33,"Absorbe Agua, Cuerpo Maldito, Humedad"
0593-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,Su cuerpo se compone de agua salada. Dicen que ha construido un palacio en el fondo del mar con restos de barcos.,220,135,"Absorbe Agua, Cuerpo Maldito, Humedad"
0594-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,"Vive flotando a la deriva en mar abierto. Siempre que encuentra un Pokémon herido, lo abraza y lo lleva a la costa.",120,31.6,"Alma Cura, Hidratación, Regeneración"
0595-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,"No puede generar electricidad por sí mismo, así que se encarama a Pokémon grandes y absorbe su energía estática.",10,0.6,"Ojo Compuesto, Nerviosismo, Enjambre"
0596-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,"Pone trampas con hilos electrificados. De este modo, electrocuta a sus enemigos y los inmoviliza por completo.",80,14.3,"Ojo Compuesto, Nerviosismo, Enjambre"
0597-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,"Lanza numerosas púas al detectar peligro. En cuanto tiene ocasión, echa a rodar y se escapa.",60,18.8,Punta Acero
0598-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,Azota al enemigo con sus tres tentáculos y después dispara púas hasta que no deja ni rastro del rival.,100,110,"Punta Acero, Anticipación"
0599-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,Genera la energía vital que necesita haciendo girar sus dos cuerpos.,30,21,"Más, Menos, Cuerpo Puro"
0600-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,"Muestra sus sentimientos cambiando la dirección de su giro. Cuanto más se enfade, más rápido girará.",60,51,"Más, Menos, Cuerpo Puro"
0601-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,Recarga su energía rápidamente haciendo girar con gran celeridad el engranaje equipado con un núcleo rojo.,60,81,"Más, Menos, Cuerpo Puro"
0602-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,"La electricidad de uno solo es diminuta, pero, si multitud de Tynamo se conectan, consiguen la potencia de un rayo.",20,0.3,Levitación
0603-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,"Se enrolla alrededor de su presa, la paraliza con la electricidad de sus marcas circulares y le asesta mordiscos.",120,22,Levitación
0604-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,Pega la ventosa de su boca en su presa y la electrocuta con sus colmillos.,210,80.5,Levitación
0604-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Eelektross.png,Pega la ventosa de su boca en su presa y la electrocuta con sus colmillos.,300,180,Levitación
0605-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,Posee un gran poder psíquico. Lo usa para comprimir el cerebro del enemigo y ocasionarle dolores de cabeza.,50,9,"Telepatía, Sincronía, Cálculo Final"
0606-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,"Parece que se comunica haciendo brillar sus dedos tricolores, pero nadie ha conseguido descifrar aún su patrón.",100,34.5,"Telepatía, Sincronía, Cálculo Final"
0607-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,"Finge ser una luz guía en el camino, pero en realidad solo quiere absorber la energía vital de quien lo sigue.",30,3.1,"Absorbe Fuego, Cuerpo Llama, Allanamiento"
0608-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,"Al absorber almas, su llama se enciende. Espera a que la gente fallezca, así que suele deambular por los hospitales.",60,13,"Absorbe Fuego, Cuerpo Llama, Allanamiento"
0609-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,"Sus llamas absorben el alma del enemigo y la abrasan, dejando solo su cuerpo inerte.",100,34.3,"Absorbe Fuego, Cuerpo Llama, Allanamiento"
0609-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Chandelure_LPZA.png,"Sus llamas absorben el alma del enemigo y la abrasan, dejando solo su cuerpo inerte.",250,69.6,"Absorbe Fuego, Cuerpo Llama, Allanamiento"
0610-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,"Usa sus colmillos para romper las bayas que come. Estos se regeneran una y otra vez, por eso son tan fuertes y afilados.",60,18,"Rivalidad, Rompemoldes, Nerviosismo"
0611-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,Sus colmillos pueden hacer añicos rocas inmensas. Las luchas territoriales de los Fraxure son encarnizadas.,100,36,"Rivalidad, Rompemoldes, Nerviosismo"
0612-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,"Es gentil, pero no perdona a todo el que ose invadir su territorio. Su mayor baza son sus colmillos, que cortan el acero.",180,105.5,"Rivalidad, Rompemoldes, Nerviosismo"
0613-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,"Siempre está con mucosidades colgando. Las aspira para hacer un movimiento, ya que son su materia prima para esto.",50,8.5,"Manto Níveo, Quitanieves, Cobardía"
0614-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,Adoran los mares gélidos del norte. Congelan su aliento para crear sendas por las que caminar sobre las aguas.,260,260,"Manto Níveo, Quitanieves, Nado Rápido"
0615-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,Nació entre nubes de nieve. Atrapa a sus presas con una cadena hecha de hielo cristalizado.,110,148,Levitación
0616-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,"Si está junto a Karrablast, y ambos reciben una descarga eléctrica, evolucionan los dos a la vez.",40,7.7,"Hidratación, Caparazón, Funda"
0617-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,Se siente ligero una vez liberado de su caparazón. Lucha y se mueve como un ninja.,80,25.3,"Hidratación, Viscosidad, Liviano"
0618-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,Ni un pisotón de un luchador de sumo lo aplastaría gracias a su piel sólida. Sonríe al soltar descargas eléctricas.,70,11,"Elec. Estática, Flexibilidad, Velo Arena"
0618-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10180.png,Ni un pisotón de un luchador de sumo lo aplastaría gracias a su piel sólida. Sonríe al soltar descargas eléctricas.,70,20.5,Mimetismo
0619-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,La velocidad de sus ataques es su gran orgullo. Lo que le falta de fuerza bruta lo compensa en cantidad de golpes.,90,20,"Foco Interno, Regeneración, Audaz"
0620-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,Usa el pelaje de sus brazos a manera de látigos. Sus ataques alcanzan velocidades de vértigo.,140,35.5,"Foco Interno, Regeneración, Audaz"
0621-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,Corre por estrechas cavernas y atrapa a sus presas con sus afiladas garras. La piel de la cara es más dura que una roca.,160,139,"Piel Tosca, Potencia Bruta, Rompemoldes"
0622-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,"Se mueve gracias a la energía que quema dentro de su cuerpo, pero el origen de esta energía es incierto.",100,92,"Puño Férreo, Zoquete, Indefenso"
0623-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,"Al parecer, aquel que antaño lo creó le ordenó proteger a los Pokémon y a los humanos.",280,330,"Puño Férreo, Zoquete, Indefenso"
0623-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Golurk_LPZA.png,"Al parecer, aquel que antaño lo creó le ordenó proteger a los Pokémon y a los humanos.",400,330,"Puño Férreo, Zoquete, Indefenso"
0624-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,"Su cuerpo está provisto de hojas afiladas. Cuando se desgastan, las afila con cantos rodados a la orilla del río.",50,10.2,"Competitivo, Foco Interno, Presión"
0625-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,Un Pokémon temible que remata a su presa una vez que su séquito de Pawniard la ha debilitado e inmovilizado.,160,70,"Competitivo, Foco Interno, Presión"
0626-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,Embiste con la cabeza sin distinción. Su potencia es capaz de hacer descarrilar un tren en marcha.,160,94.6,"Audaz, Herbívoro, Insonorizar"
0627-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,Quiebra bayas con sus extremidades. Se enfrenta con valentía a todo enemigo por fuerte que este sea.,50,10.5,"Vista Lince, Potencia Bruta, Entusiasmo"
0628-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,Un valiente guerrero del cielo que no duda en luchar por sus compañeros por graves que sean sus heridas.,150,41,"Vista Lince, Potencia Bruta, Competitivo"
0628-B,B - Hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10240.png,Un valiente guerrero del cielo que no duda en luchar por sus compañeros por graves que sean sus heridas.,170,43.4,"Vista Lince, Potencia Bruta, Cromolente"
0629-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,"No puede volar porque sus alas son muy pequeñas. Cuando va a evolucionar, se deshace de su calavera.",50,9,"Sacapecho, Funda, Armadura Frágil"
0630-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,"Vuela en círculos. Cuando avista una presa, la ataca y la transporta a su nido con suma facilidad.",120,39.5,"Sacapecho, Funda, Armadura Frágil"
0631-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,Usa su lengua de fuego para derretir la armadura de acero de los Durant y llegar así hasta su interior.,140,58,"Gula, Absorbe Fuego, Humo Blanco"
0632-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,"Actúan en grupo para expulsar de sus colonias a los Heatmor, sus depredadores naturales.",30,33,"Enjambre, Entusiasmo, Ausente"
0633-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,"No ve, por eso va haciendo placajes y dando mordiscos a diestro y siniestro. Su cuerpo está plagado de heridas.",80,17.3,Entusiasmo
